Strategy,Simulation,Maximum Drawdown
Risk-Aware Regime Switching,536,-0.30582528025005995
Risk-Aware Regime Switching,537,-0.2017292791440488
Risk-Aware Regime Switching,538,-0.3753991527615398
Risk-Aware Regime Switching,539,-0.22456907331157605
Risk-Aware Regime Switching,540,-0.18448596482685176
Risk-Aware Regime Switching,541,-0.31818210797395563
Risk-Aware Regime Switching,542,-0.18626279914206134
Risk-Aware Regime Switching,543,-0.28765004646537173
Risk-Aware Regime Switching,544,-0.3997436686565523
Risk-Aware Regime Switching,545,-0.36598962015042213
Risk-Aware Regime Switching,546,-0.2840019850327665
Risk-Aware Regime Switching,547,-0.11174469401328901
Risk-Aware Regime Switching,548,-0.21089129977066123
Risk-Aware Regime Switching,549,-0.17267415713010015
Risk-Aware Regime Switching,550,-0.24305758643639164
Risk-Aware Regime Switching,551,-0.2073674832241198
Risk-Aware Regime Switching,552,-0.19249417024700566
Risk-Aware Regime Switching,553,-0.4073436926142836
Risk-Aware Regime Switching,554,-0.21734714490392204
Risk-Aware Regime Switching,555,-0.11346442546083657
Risk-Aware Regime Switching,556,-0.14949007980514262
Risk-Aware Regime Switching,557,-0.15249579674147007
Risk-Aware Regime Switching,558,-0.36660261074575584
Risk-Aware Regime Switching,559,-0.3809460250345531
Risk-Aware Regime Switching,560,-0.26648680484320764
Risk-Aware Regime Switching,561,-0.1212603899899517
Risk-Aware Regime Switching,562,-0.3707941618370487
Risk-Aware Regime Switching,563,-0.2489933390716872
Risk-Aware Regime Switching,564,-0.26968886121214797
Risk-Aware Regime Switching,565,-0.22545274489735334
Risk-Aware Regime Switching,566,-0.23485297347662837
Risk-Aware Regime Switching,567,-0.11882910497403676
Risk-Aware Regime Switching,568,-0.2256360560851498
Risk-Aware Regime Switching,569,-0.27730072827004115
Risk-Aware Regime Switching,570,-0.2530019313452867
Risk-Aware Regime Switching,571,-0.28646290881528214
Risk-Aware Regime Switching,572,-0.30832056395280505
Risk-Aware Regime Switching,573,-0.409034193540999
Risk-Aware Regime Switching,574,-0.2734338984032487
Risk-Aware Regime Switching,575,-0.26577352702339185
Risk-Aware Regime Switching,576,-0.15700781977720224
Risk-Aware Regime Switching,577,-0.48498147001134195
Risk-Aware Regime Switching,578,-0.2739771104853461
Risk-Aware Regime Switching,579,-0.2592069276432405
Risk-Aware Regime Switching,580,-0.35946382024508494
Risk-Aware Regime Switching,581,-0.3227724981482616
Risk-Aware Regime Switching,582,-0.17180099198609555
Risk-Aware Regime Switching,583,-0.23911951141558563
Risk-Aware Regime Switching,584,-0.23995816352905885
Risk-Aware Regime Switching,585,-0.2484327680561529
Risk-Aware Regime Switching,586,-0.16057932847916256
Risk-Aware Regime Switching,587,-0.16715709026362968
Risk-Aware Regime Switching,588,-0.3634839182696692
Risk-Aware Regime Switching,589,-0.2939619103237301
Risk-Aware Regime Switching,590,-0.20018582330398693
Risk-Aware Regime Switching,591,-0.1592918183165848
Risk-Aware Regime Switching,592,-0.31030663143411974
Risk-Aware Regime Switching,593,-0.34053577382829237
Risk-Aware Regime Switching,594,-0.39610413373607756
Risk-Aware Regime Switching,595,-0.2872097197616602
Risk-Aware Regime Switching,596,-0.15157009611370864
Risk-Aware Regime Switching,597,-0.16727540154724363
Risk-Aware Regime Switching,598,-0.3111396027955716
Risk-Aware Regime Switching,599,-0.13616054372694386
Risk-Aware Regime Switching,600,-0.08963493735207051
Risk-Aware Regime Switching,601,-0.34695207557655827
Risk-Aware Regime Switching,602,-0.13390966911902058
Risk-Aware Regime Switching,603,-0.19424715586064578
Risk-Aware Regime Switching,604,-0.3693744859014002
Risk-Aware Regime Switching,605,-0.3687231590672281
Risk-Aware Regime Switching,606,-0.20356171911333265
Risk-Aware Regime Switching,607,-0.21574978373299247
Risk-Aware Regime Switching,608,-0.4817865689994163
Risk-Aware Regime Switching,609,-0.2757217470864439
Risk-Aware Regime Switching,610,-0.32948158955210205
Risk-Aware Regime Switching,611,-0.4014901308651603
Risk-Aware Regime Switching,612,-0.3190691360974196
Risk-Aware Regime Switching,613,-0.25214319886187886
Risk-Aware Regime Switching,614,-0.3383331198716205
Risk-Aware Regime Switching,615,-0.18709717361748224
Risk-Aware Regime Switching,616,-0.3103546423282263
Risk-Aware Regime Switching,617,-0.2652949643294724
Risk-Aware Regime Switching,618,-0.36276733250350723
Risk-Aware Regime Switching,619,-0.2080885657215754
Risk-Aware Regime Switching,620,-0.3324770574425745
Risk-Aware Regime Switching,621,-0.34380297858749487
Risk-Aware Regime Switching,622,-0.2343721188477833
Risk-Aware Regime Switching,623,-0.2748464062170469
Risk-Aware Regime Switching,624,-0.16527947216495398
Risk-Aware Regime Switching,625,-0.1698724779297851
Risk-Aware Regime Switching,626,-0.3489931381538812
Risk-Aware Regime Switching,627,-0.12803452413010596
Risk-Aware Regime Switching,628,-0.3239040841308455
Risk-Aware Regime Switching,629,-0.2556471995694771
Risk-Aware Regime Switching,630,-0.2978476007104701
Risk-Aware Regime Switching,631,-0.21000845275069024
Risk-Aware Regime Switching,632,-0.3200677640727926
Risk-Aware Regime Switching,633,-0.35583973420575876
Risk-Aware Regime Switching,634,-0.32068843869750496
Risk-Aware Regime Switching,635,-0.25063824803412216
Risk-Aware Regime Switching,636,-0.5293526114964765
Risk-Aware Regime Switching,637,-0.23343965134988187
Risk-Aware Regime Switching,638,-0.33659833633758784
Risk-Aware Regime Switching,639,-0.17093350605544422
Risk-Aware Regime Switching,640,-0.1887904828217989
Risk-Aware Regime Switching,641,-0.17312220782769028
Risk-Aware Regime Switching,642,-0.4744721114537177
Risk-Aware Regime Switching,643,-0.3231982871701702
Risk-Aware Regime Switching,644,-0.20308379796990794
Risk-Aware Regime Switching,645,-0.20344660502705225
Risk-Aware Regime Switching,646,-0.11747688947532364
Risk-Aware Regime Switching,647,-0.21441596362306692
Risk-Aware Regime Switching,648,-0.3759434716596983
Risk-Aware Regime Switching,649,-0.12989311493027533
Risk-Aware Regime Switching,650,-0.23971627362858017
Risk-Aware Regime Switching,651,-0.18019194197342125
Risk-Aware Regime Switching,652,-0.19734694510915485
Risk-Aware Regime Switching,653,-0.6202130242897054
Risk-Aware Regime Switching,654,-0.24184085978329972
Risk-Aware Regime Switching,655,-0.20308676028446704
Risk-Aware Regime Switching,656,-0.10474079099220568
Risk-Aware Regime Switching,657,-0.26883079154641387
Risk-Aware Regime Switching,658,-0.10462455920270941
Risk-Aware Regime Switching,659,-0.4165691173579148
Risk-Aware Regime Switching,660,-0.23952451012722087
Risk-Aware Regime Switching,661,-0.33117045327613437
Risk-Aware Regime Switching,662,-0.17654925113136866
Risk-Aware Regime Switching,663,-0.2320762128724202
Risk-Aware Regime Switching,664,-0.4602347993305257
Risk-Aware Regime Switching,665,-0.23012612719210157
Risk-Aware Regime Switching,666,-0.15554052633928783
Risk-Aware Regime Switching,667,-0.13279702790452785
Risk-Aware Regime Switching,668,-0.1799792401020076
Risk-Aware Regime Switching,669,-0.28697122194979785
Risk-Aware Regime Switching,670,-0.24627008278106932
Risk-Aware Regime Switching,671,-0.12740699972546676
Risk-Aware Regime Switching,672,-0.15799565149469896
Risk-Aware Regime Switching,673,-0.302686824785234
Risk-Aware Regime Switching,674,-0.1457472000144593
Risk-Aware Regime Switching,675,-0.426916826940844
Risk-Aware Regime Switching,676,-0.3010538958677472
Risk-Aware Regime Switching,677,-0.4494082148079729
Risk-Aware Regime Switching,678,-0.18816462500423947
Risk-Aware Regime Switching,679,-0.31310139789049873
Risk-Aware Regime Switching,680,-0.1522665454670551
Risk-Aware Regime Switching,681,-0.30485088992904563
Risk-Aware Regime Switching,682,-0.33125415437578654
Risk-Aware Regime Switching,683,-0.12279223586945953
Risk-Aware Regime Switching,684,-0.2158107757246347
Risk-Aware Regime Switching,685,-0.1630364224717722
Risk-Aware Regime Switching,686,-0.29807197877718994
Risk-Aware Regime Switching,687,-0.33803217665686147
Risk-Aware Regime Switching,688,-0.2555572215588934
Risk-Aware Regime Switching,689,-0.39284287791030015
Risk-Aware Regime Switching,690,-0.4220659456682425
Risk-Aware Regime Switching,691,-0.2355127291254464
Risk-Aware Regime Switching,692,-0.15012764430813164
Risk-Aware Regime Switching,693,-0.35746078263661174
Risk-Aware Regime Switching,694,-0.2103660231239618
Risk-Aware Regime Switching,695,-0.17764843916574524
Risk-Aware Regime Switching,696,-0.222107601093797
Risk-Aware Regime Switching,697,-0.27393290650852264
Risk-Aware Regime Switching,698,-0.2625914423367338
Risk-Aware Regime Switching,699,-0.166930853376969
Risk-Aware Regime Switching,700,-0.39401174029064556
Risk-Aware Regime Switching,701,-0.4634347488194972
Risk-Aware Regime Switching,702,-0.14295780310634287
Risk-Aware Regime Switching,703,-0.12182998949478197
Risk-Aware Regime Switching,704,-0.2945218909876881
Risk-Aware Regime Switching,705,-0.28098768395193097
Risk-Aware Regime Switching,706,-0.22711437488464903
Risk-Aware Regime Switching,707,-0.3100149349006145
Risk-Aware Regime Switching,708,-0.2031398494522645
Risk-Aware Regime Switching,709,-0.2964933990423556
Risk-Aware Regime Switching,710,-0.23360921044569183
Risk-Aware Regime Switching,711,-0.36951338284962365
Risk-Aware Regime Switching,712,-0.23643278336621454
Risk-Aware Regime Switching,713,-0.3172264910388123
Risk-Aware Regime Switching,714,-0.35905922682302416
Risk-Aware Regime Switching,715,-0.3860187735466778
Risk-Aware Regime Switching,716,-0.29644216938047707
Risk-Aware Regime Switching,717,-0.29655084045625857
Risk-Aware Regime Switching,718,-0.15593862926972502
Risk-Aware Regime Switching,719,-0.24294143667409118
Risk-Aware Regime Switching,720,-0.29044956378824305
Risk-Aware Regime Switching,721,-0.30269340827118985
Risk-Aware Regime Switching,722,-0.1945345492174395
Risk-Aware Regime Switching,723,-0.2742128691049692
Risk-Aware Regime Switching,724,-0.21778444806222308
Risk-Aware Regime Switching,725,-0.255298569043348
Risk-Aware Regime Switching,726,-0.29659161106548104
Risk-Aware Regime Switching,727,-0.33849614931642336
Risk-Aware Regime Switching,728,-0.2934084964458288
Risk-Aware Regime Switching,729,-0.2644104097679114
Risk-Aware Regime Switching,730,-0.24048069987907406
Risk-Aware Regime Switching,731,-0.14111930900962122
Risk-Aware Regime Switching,732,-0.2134191388892649
Risk-Aware Regime Switching,733,-0.4667544349303838
Risk-Aware Regime Switching,734,-0.2089947444949669
Risk-Aware Regime Switching,735,-0.14703936300062903
Risk-Aware Regime Switching,736,-0.27073901779689336
Risk-Aware Regime Switching,737,-0.2510002107163445
Risk-Aware Regime Switching,738,-0.208507100921699
Risk-Aware Regime Switching,739,-0.30683681340212177
Risk-Aware Regime Switching,740,-0.25782419478432805
Risk-Aware Regime Switching,741,-0.29634091998995116
Risk-Aware Regime Switching,742,-0.22245927517581454
Risk-Aware Regime Switching,743,-0.14167736848655998
Risk-Aware Regime Switching,744,-0.2045574373396024
Risk-Aware Regime Switching,745,-0.1904632203324529
Risk-Aware Regime Switching,746,-0.16547010839090592
Risk-Aware Regime Switching,747,-0.18633183150194688
Risk-Aware Regime Switching,748,-0.3227350072687607
Risk-Aware Regime Switching,749,-0.26192192169458006
Risk-Aware Regime Switching,750,-0.2786361819446389
Risk-Aware Regime Switching,751,-0.09015560958345092
Risk-Aware Regime Switching,752,-0.23811358678980354
Risk-Aware Regime Switching,753,-0.2117126368860769
Risk-Aware Regime Switching,754,-0.21902364088153337
Risk-Aware Regime Switching,755,-0.21831108378152597
Risk-Aware Regime Switching,756,-0.2787643876007212
Risk-Aware Regime Switching,757,-0.29911723521149125
Risk-Aware Regime Switching,758,-0.36784180417163803
Risk-Aware Regime Switching,759,-0.3789242978730568
Risk-Aware Regime Switching,760,-0.29573832796020383
Risk-Aware Regime Switching,761,-0.23829393182073522
Risk-Aware Regime Switching,762,-0.23469327431308173
Risk-Aware Regime Switching,763,-0.2194522151728362
Risk-Aware Regime Switching,764,-0.23904987340417316
Risk-Aware Regime Switching,765,-0.31090059686428584
Risk-Aware Regime Switching,766,-0.36447380749793423
Risk-Aware Regime Switching,767,-0.3355472374680879
Risk-Aware Regime Switching,768,-0.2924681649750758
Risk-Aware Regime Switching,769,-0.4661733388923087
Risk-Aware Regime Switching,770,-0.2554501153616231
Risk-Aware Regime Switching,771,-0.29860412135326264
Risk-Aware Regime Switching,772,-0.19083092655561074
Risk-Aware Regime Switching,773,-0.2449791202386259
Risk-Aware Regime Switching,774,-0.1646150085856135
Risk-Aware Regime Switching,775,-0.16765271215666921
Risk-Aware Regime Switching,776,-0.23767782219238165
Risk-Aware Regime Switching,777,-0.36523183041827134
Risk-Aware Regime Switching,778,-0.1900660532166878
Risk-Aware Regime Switching,779,-0.1324093577019414
Risk-Aware Regime Switching,780,-0.25903560519956603
Risk-Aware Regime Switching,781,-0.1392815230671468
Risk-Aware Regime Switching,782,-0.2512277880612761
Risk-Aware Regime Switching,783,-0.22369410550722846
Risk-Aware Regime Switching,784,-0.29364798373274603
Risk-Aware Regime Switching,785,-0.17416096255733804
Risk-Aware Regime Switching,786,-0.29560988343715644
Risk-Aware Regime Switching,787,-0.2716480850577363
Risk-Aware Regime Switching,788,-0.1742416886872986
Risk-Aware Regime Switching,789,-0.4027922531625252
Risk-Aware Regime Switching,790,-0.3421312566118031
Risk-Aware Regime Switching,791,-0.3868678945617895
Risk-Aware Regime Switching,792,-0.14678919828972448
Risk-Aware Regime Switching,793,-0.23544026206129554
Risk-Aware Regime Switching,794,-0.174037089295753
Risk-Aware Regime Switching,795,-0.3011945469408456
Risk-Aware Regime Switching,796,-0.23718369379876103
Risk-Aware Regime Switching,797,-0.3081328016775724
Risk-Aware Regime Switching,798,-0.32976471159324083
Risk-Aware Regime Switching,799,-0.15044932138639944
Risk-Aware Regime Switching,800,-0.1260703390081288
Risk-Aware Regime Switching,801,-0.2920871135189107
Risk-Aware Regime Switching,802,-0.21970412952254936
Risk-Aware Regime Switching,803,-0.17800845192640768
Risk-Aware Regime Switching,804,-0.17117061652906718
Risk-Aware Regime Switching,805,-0.23422241891839335
Risk-Aware Regime Switching,806,-0.17487419577695673
Risk-Aware Regime Switching,807,-0.15094077910514714
Risk-Aware Regime Switching,808,-0.3532190121328731
Risk-Aware Regime Switching,809,-0.34487004266833066
Risk-Aware Regime Switching,810,-0.1577977354759521
Risk-Aware Regime Switching,811,-0.27958354131297747
Risk-Aware Regime Switching,812,-0.32010641831816156
Risk-Aware Regime Switching,813,-0.16078557893455903
Risk-Aware Regime Switching,814,-0.3358489288518498
Risk-Aware Regime Switching,815,-0.1869647182888835
Risk-Aware Regime Switching,816,-0.17096111980609996
Risk-Aware Regime Switching,817,-0.2981033647430378
Risk-Aware Regime Switching,818,-0.25289382732206955
Risk-Aware Regime Switching,819,-0.18165211162992734
Risk-Aware Regime Switching,820,-0.34167711036514525
Risk-Aware Regime Switching,821,-0.259012127207642
Risk-Aware Regime Switching,822,-0.1273611935083414
Risk-Aware Regime Switching,823,-0.21483398234000894
Risk-Aware Regime Switching,824,-0.15021102624173022
Risk-Aware Regime Switching,825,-0.34043353185448155
Risk-Aware Regime Switching,826,-0.22433854319728352
Risk-Aware Regime Switching,827,-0.23087658957494417
Risk-Aware Regime Switching,828,-0.29415083485674554
Risk-Aware Regime Switching,829,-0.2958792094180702
Risk-Aware Regime Switching,830,-0.20514583242606865
Risk-Aware Regime Switching,831,-0.1212915803969209
Risk-Aware Regime Switching,832,-0.12611461214185138
Risk-Aware Regime Switching,833,-0.11600803319083186
Risk-Aware Regime Switching,834,-0.1252147905836407
Risk-Aware Regime Switching,835,-0.2797193651418043
Risk-Aware Regime Switching,836,-0.2799004798293081
Risk-Aware Regime Switching,837,-0.36694053218825784
Risk-Aware Regime Switching,838,-0.26110505170736364
Risk-Aware Regime Switching,839,-0.12365450581275172
Risk-Aware Regime Switching,840,-0.16986187204051184
Risk-Aware Regime Switching,841,-0.21836788344679403
Risk-Aware Regime Switching,842,-0.23036949666955409
Risk-Aware Regime Switching,843,-0.11213517641615722
Risk-Aware Regime Switching,844,-0.38653106045815533
Risk-Aware Regime Switching,845,-0.2542884752347895
Risk-Aware Regime Switching,846,-0.16711409730507365
Risk-Aware Regime Switching,847,-0.3482763830352954
Risk-Aware Regime Switching,848,-0.17982011790061958
Risk-Aware Regime Switching,849,-0.29882211546413906
Risk-Aware Regime Switching,850,-0.19389053015086077
Risk-Aware Regime Switching,851,-0.17153008331620645
Risk-Aware Regime Switching,852,-0.22840937988447385
Risk-Aware Regime Switching,853,-0.1968696493906239
Risk-Aware Regime Switching,854,-0.17964694725381136
Risk-Aware Regime Switching,855,-0.22453892297793243
Risk-Aware Regime Switching,856,-0.1787052256652275
Risk-Aware Regime Switching,857,-0.3136694969986311
Risk-Aware Regime Switching,858,-0.34805394327748596
